avaliacao_id;funcionario_id;ciclo;data_avaliacao;nota_desempenho;engajamento_score;recomendado_promocao
1645;957;2024-S2;2024-12-10;3.7;60;f
1646;958;2024-S1;2024-06-15;5.0;71;f
1647;958;2024-S2;2024-12-10;3.1;59;f
1648;959;2024-S1;2024-06-15;4.9;69;f
1649;959;2024-S2;2024-12-10;3.7;92;f
1650;961;2024-S1;2024-06-15;4.4;59;f
1651;961;2024-S2;2024-12-10;3.3;64;f
1652;962;2024-S1;2024-06-15;3.5;83;f
1653;962;2024-S2;2024-12-10;3.7;67;f
1654;963;2024-S1;2024-06-15;3.7;64;f
1655;963;2024-S2;2024-12-10;4.6;62;f
1656;964;2024-S1;2024-06-15;3.7;80;f
1657;964;2024-S2;2024-12-10;4.1;66;f
1658;965;2024-S2;2024-12-10;4.3;100;f
1659;966;2024-S1;2024-06-15;4.7;37;f
1660;966;2024-S2;2024-12-10;3.7;62;f
1661;967;2024-S1;2024-06-15;4.0;86;f
1662;967;2024-S2;2024-12-10;3.1;84;f
1663;968;2024-S1;2024-06-15;3.7;68;f
1664;968;2024-S2;2024-12-10;4.0;69;f
1665;969;2024-S1;2024-06-15;4.3;66;f
1666;969;2024-S2;2024-12-10;4.4;71;f
1667;970;2024-S1;2024-06-15;2.4;60;f
1668;970;2024-S2;2024-12-10;3.6;77;f
1669;971;2024-S1;2024-06-15;3.6;62;f
1670;971;2024-S2;2024-12-10;4.7;91;t
1671;972;2024-S1;2024-06-15;3.3;77;f
1672;972;2024-S2;2024-12-10;3.6;76;f
1673;973;2024-S1;2024-06-15;3.2;57;f
1674;974;2024-S1;2024-06-15;3.7;82;f
1675;975;2024-S1;2024-06-15;4.7;46;f
1676;975;2024-S2;2024-12-10;3.6;78;f
1677;976;2024-S2;2024-12-10;3.9;54;f
1678;977;2024-S1;2024-06-15;3.3;71;f
1679;977;2024-S2;2024-12-10;5.0;85;f
1680;978;2024-S1;2024-06-15;3.3;72;f
1681;978;2024-S2;2024-12-10;3.6;79;f
1682;979;2024-S1;2024-06-15;3.0;55;f
1683;979;2024-S2;2024-12-10;3.6;59;f
1684;980;2024-S1;2024-06-15;4.3;57;f
1685;980;2024-S2;2024-12-10;5.0;69;f
1686;981;2024-S1;2024-06-15;3.8;76;f
1687;981;2024-S2;2024-12-10;3.7;88;f
1688;982;2024-S2;2024-12-10;3.8;64;f
1689;983;2024-S1;2024-06-15;2.9;77;f
1690;984;2024-S1;2024-06-15;4.2;54;f
1691;985;2024-S1;2024-06-15;3.5;85;f
1692;985;2024-S2;2024-12-10;3.2;59;f
1693;986;2024-S1;2024-06-15;3.6;90;f
1694;986;2024-S2;2024-12-10;4.2;90;f
1695;987;2024-S1;2024-06-15;3.2;62;f
1696;988;2024-S1;2024-06-15;3.6;67;f
1697;988;2024-S2;2024-12-10;3.3;78;f
1698;989;2024-S1;2024-06-15;2.8;74;f
1699;989;2024-S2;2024-12-10;4.6;73;f
1700;990;2024-S1;2024-06-15;3.2;54;f
1701;991;2024-S1;2024-06-15;3.9;96;f
1702;991;2024-S2;2024-12-10;3.8;67;f
1703;992;2024-S1;2024-06-15;3.3;51;f
1704;992;2024-S2;2024-12-10;3.8;49;f
1705;993;2024-S1;2024-06-15;4.2;80;f
1706;993;2024-S2;2024-12-10;3.6;81;f
1707;994;2024-S1;2024-06-15;3.8;80;f
1708;994;2024-S2;2024-12-10;4.2;68;f
1709;995;2024-S1;2024-06-15;3.0;100;f
1710;995;2024-S2;2024-12-10;3.6;66;f
1711;996;2024-S2;2024-12-10;3.9;69;f
1712;997;2024-S1;2024-06-15;3.0;55;f
1713;997;2024-S2;2024-12-10;3.2;77;f
1714;998;2024-S1;2024-06-15;3.3;85;f
1715;998;2024-S2;2024-12-10;3.6;70;f
1716;999;2024-S1;2024-06-15;3.7;57;f
1717;999;2024-S2;2024-12-10;4.4;76;f
1718;1000;2024-S1;2024-06-15;3.6;64;f
1719;1000;2024-S2;2024-12-10;3.4;55;f
1720;1001;2024-S1;2024-06-15;3.0;53;f
1721;1001;2024-S2;2024-12-10;4.3;61;f
1722;1002;2024-S1;2024-06-15;3.1;90;f
1723;1002;2024-S2;2024-12-10;3.7;55;f
1724;1003;2024-S1;2024-06-15;4.0;92;f
1725;1003;2024-S2;2024-12-10;4.1;73;f
1726;1005;2024-S1;2024-06-15;4.0;88;f
1727;1005;2024-S2;2024-12-10;4.7;58;f
1728;1006;2024-S1;2024-06-15;3.7;80;f
1729;1006;2024-S2;2024-12-10;3.8;79;f
1730;1007;2024-S1;2024-06-15;4.9;68;f
1731;1007;2024-S2;2024-12-10;2.9;97;f
1732;1008;2024-S1;2024-06-15;4.7;79;f
1733;1008;2024-S2;2024-12-10;3.4;84;f
1734;1009;2024-S1;2024-06-15;3.7;67;f
1735;1009;2024-S2;2024-12-10;3.3;71;f
1736;1010;2024-S1;2024-06-15;4.0;74;f
1737;1010;2024-S2;2024-12-10;4.2;68;f
1738;1011;2024-S1;2024-06-15;3.5;77;f
1739;1011;2024-S2;2024-12-10;3.7;92;f
1740;1012;2024-S1;2024-06-15;3.5;64;f
1741;1012;2024-S2;2024-12-10;3.6;66;f
1742;1013;2024-S1;2024-06-15;3.4;49;f
1743;1013;2024-S2;2024-12-10;3.1;70;f
1744;1014;2024-S1;2024-06-15;3.0;79;f
1745;1015;2024-S1;2024-06-15;3.9;62;f
1746;1016;2024-S1;2024-06-15;3.7;69;f
1747;1016;2024-S2;2024-12-10;2.7;78;f
1748;1017;2024-S1;2024-06-15;3.4;58;f
1749;1017;2024-S2;2024-12-10;4.1;75;f
1750;1018;2024-S1;2024-06-15;4.2;70;f
1751;1018;2024-S2;2024-12-10;3.8;83;f
1752;1019;2024-S1;2024-06-15;4.6;67;f
1753;1019;2024-S2;2024-12-10;3.8;80;f
1754;1020;2024-S1;2024-06-15;4.0;64;f
1755;1020;2024-S2;2024-12-10;3.6;79;f
1756;1023;2024-S1;2024-06-15;3.8;98;f
1757;1023;2024-S2;2024-12-10;3.5;60;f
1758;1024;2024-S2;2024-12-10;4.0;58;f
1759;1025;2024-S1;2024-06-15;3.4;73;f
1760;1025;2024-S2;2024-12-10;3.7;71;f
1761;1026;2024-S1;2024-06-15;3.4;77;f
1762;1026;2024-S2;2024-12-10;4.9;83;t
1763;1027;2024-S1;2024-06-15;3.1;60;f
1764;1027;2024-S2;2024-12-10;3.3;100;f
1765;1029;2024-S1;2024-06-15;4.6;60;f
1766;1029;2024-S2;2024-12-10;3.4;70;f
1767;1030;2024-S1;2024-06-15;3.4;84;f
1768;1030;2024-S2;2024-12-10;4.0;74;f
1769;1031;2024-S2;2024-12-10;4.2;78;f
1770;1032;2024-S1;2024-06-15;4.1;74;f
1771;1032;2024-S2;2024-12-10;4.6;73;f
1772;1033;2024-S1;2024-06-15;3.6;83;f
1773;1033;2024-S2;2024-12-10;4.0;71;f
1774;1034;2024-S1;2024-06-15;2.8;91;f
1775;1034;2024-S2;2024-12-10;4.4;60;f
1776;1035;2024-S1;2024-06-15;3.9;64;f
1777;1036;2024-S1;2024-06-15;4.0;87;f
1778;1036;2024-S2;2024-12-10;3.6;81;f
1779;1037;2024-S1;2024-06-15;2.9;59;f
1780;1037;2024-S2;2024-12-10;4.2;63;f
1781;1038;2024-S1;2024-06-15;3.2;61;f
1782;1038;2024-S2;2024-12-10;3.1;86;f
1783;1039;2024-S2;2024-12-10;4.3;61;f
1784;1040;2024-S2;2024-12-10;3.1;70;f
1785;1041;2024-S1;2024-06-15;3.1;81;f
1786;1041;2024-S2;2024-12-10;3.7;66;f
1787;1042;2024-S1;2024-06-15;4.3;58;f
1788;1042;2024-S2;2024-12-10;3.5;55;f
1789;1043;2024-S2;2024-12-10;2.9;59;f
1790;1044;2024-S1;2024-06-15;3.3;59;f
1791;1044;2024-S2;2024-12-10;3.6;70;f
1792;1045;2024-S1;2024-06-15;2.8;83;f
1793;1045;2024-S2;2024-12-10;2.9;47;f
1794;1046;2024-S1;2024-06-15;4.3;56;f
1795;1046;2024-S2;2024-12-10;3.9;63;f
1796;1047;2024-S1;2024-06-15;3.1;55;f
1797;1047;2024-S2;2024-12-10;3.9;58;f
1798;1048;2024-S1;2024-06-15;4.3;50;f
1799;1048;2024-S2;2024-12-10;4.5;42;f
1800;1049;2024-S1;2024-06-15;3.9;55;f
1801;1049;2024-S2;2024-12-10;2.8;70;f
1802;1050;2024-S1;2024-06-15;4.1;69;f
1803;1050;2024-S2;2024-12-10;3.7;74;f
1804;1051;2024-S1;2024-06-15;4.0;95;f
1805;1051;2024-S2;2024-12-10;3.3;78;f
1806;1052;2024-S1;2024-06-15;3.4;69;f
1807;1052;2024-S2;2024-12-10;4.1;74;f
1808;1053;2024-S1;2024-06-15;3.3;73;f
1809;1053;2024-S2;2024-12-10;3.9;80;f
1810;1055;2024-S1;2024-06-15;4.3;97;f
1811;1055;2024-S2;2024-12-10;3.7;56;f
1812;1056;2024-S1;2024-06-15;3.9;53;f
1813;1056;2024-S2;2024-12-10;4.7;64;f
1814;1057;2024-S1;2024-06-15;4.2;76;f
1815;1057;2024-S2;2024-12-10;3.8;49;f
1816;1058;2024-S2;2024-12-10;3.3;66;f
1817;1059;2024-S1;2024-06-15;3.5;73;f
1818;1059;2024-S2;2024-12-10;3.3;78;f
1819;1060;2024-S1;2024-06-15;3.6;81;f
1820;1060;2024-S2;2024-12-10;2.9;82;f
1821;1061;2024-S1;2024-06-15;4.6;69;f
1822;1061;2024-S2;2024-12-10;4.4;71;f
1823;1062;2024-S1;2024-06-15;3.5;74;f
1824;1062;2024-S2;2024-12-10;4.6;92;t
1825;1063;2024-S1;2024-06-15;3.5;69;f
1826;1063;2024-S2;2024-12-10;2.6;62;f
1827;1064;2024-S1;2024-06-15;3.8;76;f
1828;1064;2024-S2;2024-12-10;4.6;68;f
1829;1065;2024-S1;2024-06-15;3.6;93;f
1830;1065;2024-S2;2024-12-10;4.3;52;f
1831;1066;2024-S1;2024-06-15;4.5;49;f
1832;1066;2024-S2;2024-12-10;4.0;82;f
1833;1067;2024-S1;2024-06-15;3.8;66;f
1834;1067;2024-S2;2024-12-10;3.5;37;f
1835;1068;2024-S1;2024-06-15;3.8;72;f
1836;1068;2024-S2;2024-12-10;4.5;68;f
1837;1069;2024-S1;2024-06-15;3.4;64;f
1838;1069;2024-S2;2024-12-10;3.2;65;f
1839;1070;2024-S1;2024-06-15;3.1;80;f
1840;1070;2024-S2;2024-12-10;3.9;51;f
1841;1071;2024-S1;2024-06-15;3.8;87;f
1842;1071;2024-S2;2024-12-10;4.3;57;f
1843;1072;2024-S1;2024-06-15;4.4;64;f
1844;1072;2024-S2;2024-12-10;3.7;67;f
1845;1073;2024-S1;2024-06-15;3.0;61;f
1846;1073;2024-S2;2024-12-10;4.4;89;f
1847;1074;2024-S1;2024-06-15;4.1;68;f
1848;1074;2024-S2;2024-12-10;4.7;85;f
1849;1075;2024-S1;2024-06-15;3.5;75;f
1850;1075;2024-S2;2024-12-10;4.7;70;f
1851;1076;2024-S1;2024-06-15;3.0;87;f
1852;1076;2024-S2;2024-12-10;4.8;80;t
1853;1077;2024-S1;2024-06-15;3.6;99;f
1854;1077;2024-S2;2024-12-10;4.1;72;f
1855;1078;2024-S1;2024-06-15;4.5;63;f
1856;1078;2024-S2;2024-12-10;3.0;54;f
1857;1079;2024-S1;2024-06-15;3.8;78;f
1858;1079;2024-S2;2024-12-10;3.3;89;f
1859;1080;2024-S1;2024-06-15;3.7;83;f
1860;1080;2024-S2;2024-12-10;3.3;69;f
1861;1081;2024-S1;2024-06-15;2.7;68;f
1862;1081;2024-S2;2024-12-10;3.8;64;f
1863;1082;2024-S1;2024-06-15;3.7;75;f
1864;1082;2024-S2;2024-12-10;3.4;68;f
1865;1083;2024-S1;2024-06-15;3.3;58;f
1866;1083;2024-S2;2024-12-10;4.4;51;f
1867;1084;2024-S1;2024-06-15;4.2;52;f
1868;1084;2024-S2;2024-12-10;4.5;80;f
1869;1085;2024-S1;2024-06-15;4.5;54;f
1870;1085;2024-S2;2024-12-10;4.0;85;f
1871;1086;2024-S1;2024-06-15;3.7;83;f
1872;1087;2024-S1;2024-06-15;3.5;72;f
1873;1087;2024-S2;2024-12-10;3.9;76;f
1874;1088;2024-S1;2024-06-15;2.9;64;f
1875;1088;2024-S2;2024-12-10;3.7;77;f
1876;1089;2024-S1;2024-06-15;4.1;72;f
1877;1089;2024-S2;2024-12-10;4.3;67;f
1878;1090;2024-S1;2024-06-15;4.2;69;f
1879;1090;2024-S2;2024-12-10;3.2;100;f
1880;1091;2024-S1;2024-06-15;4.0;46;f
1881;1091;2024-S2;2024-12-10;4.2;74;f
1882;1092;2024-S1;2024-06-15;4.2;79;f
1883;1092;2024-S2;2024-12-10;3.3;84;f
1884;1094;2024-S1;2024-06-15;3.3;60;f
1885;1094;2024-S2;2024-12-10;3.5;57;f
1886;1095;2024-S1;2024-06-15;4.0;100;f
1887;1095;2024-S2;2024-12-10;3.1;91;f
1888;1096;2024-S1;2024-06-15;3.4;63;f
1889;1096;2024-S2;2024-12-10;3.1;76;f
1890;1097;2024-S1;2024-06-15;3.0;65;f
1891;1097;2024-S2;2024-12-10;4.3;93;f
1892;1098;2024-S2;2024-12-10;3.2;67;f
1893;1099;2024-S1;2024-06-15;3.6;51;f
1894;1099;2024-S2;2024-12-10;3.4;63;f
1895;1100;2024-S1;2024-06-15;4.0;75;f
1896;1100;2024-S2;2024-12-10;3.8;69;f
1897;1101;2024-S1;2024-06-15;4.4;71;f
1898;1103;2024-S1;2024-06-15;4.2;80;f
1899;1105;2024-S1;2024-06-15;3.8;84;f
1900;1105;2024-S2;2024-12-10;3.5;59;f
1901;1106;2024-S1;2024-06-15;3.7;93;f
1902;1107;2024-S1;2024-06-15;3.8;64;f
1903;1107;2024-S2;2024-12-10;3.3;50;f
1904;1108;2024-S1;2024-06-15;3.2;76;f
1905;1108;2024-S2;2024-12-10;3.6;75;f
1906;1109;2024-S1;2024-06-15;3.2;86;f
1907;1109;2024-S2;2024-12-10;4.1;64;f
1908;1111;2024-S1;2024-06-15;2.9;75;f
1909;1111;2024-S2;2024-12-10;2.6;53;f
1910;1112;2024-S1;2024-06-15;3.5;59;f
1911;1112;2024-S2;2024-12-10;4.4;67;f
1912;1113;2024-S1;2024-06-15;4.0;41;f
1913;1113;2024-S2;2024-12-10;2.7;62;f
1914;1114;2024-S1;2024-06-15;3.8;54;f
1915;1114;2024-S2;2024-12-10;3.9;90;f
1916;1115;2024-S1;2024-06-15;3.3;71;f
1917;1115;2024-S2;2024-12-10;3.5;66;f
1918;1116;2024-S1;2024-06-15;3.9;72;f
1919;1116;2024-S2;2024-12-10;3.6;73;f
1920;1117;2024-S1;2024-06-15;4.2;80;f
1921;1117;2024-S2;2024-12-10;2.7;59;f
1922;1118;2024-S1;2024-06-15;4.0;100;f
1923;1118;2024-S2;2024-12-10;3.3;51;f
1924;1119;2024-S1;2024-06-15;5.0;89;t
1925;1120;2024-S1;2024-06-15;4.4;60;f
1926;1120;2024-S2;2024-12-10;4.1;75;f
1927;1121;2024-S1;2024-06-15;4.7;87;f
1928;1121;2024-S2;2024-12-10;4.0;61;f
1929;1122;2024-S1;2024-06-15;3.3;47;f
1930;1122;2024-S2;2024-12-10;3.9;73;f
1931;1123;2024-S2;2024-12-10;4.4;78;f
1932;1124;2024-S1;2024-06-15;3.5;65;f
1933;1124;2024-S2;2024-12-10;3.9;75;f
1934;1125;2024-S1;2024-06-15;4.7;70;f
1935;1125;2024-S2;2024-12-10;4.0;94;f
1936;1126;2024-S1;2024-06-15;3.6;67;f
1937;1126;2024-S2;2024-12-10;3.0;66;f
1938;1128;2024-S1;2024-06-15;3.9;91;f
1939;1128;2024-S2;2024-12-10;2.9;59;f
1940;1129;2024-S1;2024-06-15;2.7;97;f
1941;1129;2024-S2;2024-12-10;3.8;65;f
1942;1130;2024-S1;2024-06-15;2.7;71;f
1943;1131;2024-S2;2024-12-10;3.5;46;f
1944;1132;2024-S1;2024-06-15;3.5;89;f
1945;1132;2024-S2;2024-12-10;3.6;88;f
1946;1133;2024-S1;2024-06-15;4.6;68;f
1947;1133;2024-S2;2024-12-10;3.7;79;f
1948;1134;2024-S1;2024-06-15;4.3;91;f
1949;1134;2024-S2;2024-12-10;4.5;61;f
1950;1135;2024-S1;2024-06-15;4.5;79;f
1951;1135;2024-S2;2024-12-10;3.4;55;f
1952;1136;2024-S1;2024-06-15;3.3;77;f
1953;1136;2024-S2;2024-12-10;3.4;77;f
1954;1137;2024-S1;2024-06-15;3.1;61;f
1955;1137;2024-S2;2024-12-10;3.7;69;f
1956;1138;2024-S1;2024-06-15;3.0;63;f
1957;1138;2024-S2;2024-12-10;2.7;72;f
1958;1140;2024-S1;2024-06-15;4.5;61;f
1959;1140;2024-S2;2024-12-10;3.2;85;f
1960;1142;2024-S1;2024-06-15;3.1;86;f
1961;1142;2024-S2;2024-12-10;3.0;67;f
1962;1143;2024-S1;2024-06-15;3.6;81;f
1963;1144;2024-S1;2024-06-15;4.7;67;f
1964;1144;2024-S2;2024-12-10;3.7;48;f
1965;1145;2024-S1;2024-06-15;3.7;88;f
1966;1145;2024-S2;2024-12-10;5.0;66;f
1967;1147;2024-S1;2024-06-15;4.1;88;f
1968;1147;2024-S2;2024-12-10;2.9;91;f
1969;1148;2024-S1;2024-06-15;3.3;75;f
1970;1148;2024-S2;2024-12-10;3.0;66;f
1971;1149;2024-S1;2024-06-15;2.8;75;f
1972;1149;2024-S2;2024-12-10;4.5;72;f
1973;1150;2024-S2;2024-12-10;2.9;67;f
1974;1151;2024-S1;2024-06-15;3.8;69;f
1975;1151;2024-S2;2024-12-10;4.1;100;f
1976;1152;2024-S1;2024-06-15;3.7;70;f
1977;1152;2024-S2;2024-12-10;3.3;86;f
1978;1154;2024-S1;2024-06-15;4.8;69;f
1979;1154;2024-S2;2024-12-10;3.8;74;f
1980;1155;2024-S1;2024-06-15;2.2;55;f
1981;1156;2024-S1;2024-06-15;3.7;75;f
1982;1156;2024-S2;2024-12-10;4.2;67;f
1983;1157;2024-S1;2024-06-15;3.8;61;f
1984;1157;2024-S2;2024-12-10;3.1;73;f
1985;1158;2024-S1;2024-06-15;3.8;84;f
1986;1158;2024-S2;2024-12-10;3.3;57;f
1987;1159;2024-S1;2024-06-15;4.7;73;f
1988;1159;2024-S2;2024-12-10;2.9;71;f
1989;1160;2024-S2;2024-12-10;3.3;77;f
1990;1162;2024-S1;2024-06-15;3.5;89;f
1991;1162;2024-S2;2024-12-10;3.0;89;f
1992;1163;2024-S1;2024-06-15;4.1;76;f
1993;1163;2024-S2;2024-12-10;4.3;89;f
1994;1164;2024-S1;2024-06-15;3.7;94;f
1995;1164;2024-S2;2024-12-10;4.0;64;f
1996;1165;2024-S1;2024-06-15;3.0;87;f
1997;1165;2024-S2;2024-12-10;3.7;46;f
1998;1166;2024-S2;2024-12-10;3.9;68;f
1999;1167;2024-S1;2024-06-15;3.3;86;f
2000;1167;2024-S2;2024-12-10;3.3;65;f
2001;1168;2024-S1;2024-06-15;3.6;86;f
2002;1168;2024-S2;2024-12-10;3.1;63;f
2003;1169;2024-S2;2024-12-10;3.9;78;f
2004;1170;2024-S1;2024-06-15;3.1;66;f
2005;1170;2024-S2;2024-12-10;3.6;76;f
2006;1171;2024-S1;2024-06-15;3.6;93;f
2007;1171;2024-S2;2024-12-10;3.6;93;f
2008;1172;2024-S1;2024-06-15;3.4;49;f
2009;1172;2024-S2;2024-12-10;5.0;70;f
2010;1173;2024-S1;2024-06-15;3.9;51;f
2011;1173;2024-S2;2024-12-10;3.8;83;f
2012;1174;2024-S1;2024-06-15;2.0;43;f
2013;1175;2024-S1;2024-06-15;3.7;54;f
2014;1175;2024-S2;2024-12-10;4.6;34;f
2015;1176;2024-S1;2024-06-15;2.5;73;f
2016;1176;2024-S2;2024-12-10;3.2;81;f
2017;1177;2024-S1;2024-06-15;3.5;77;f
2018;1177;2024-S2;2024-12-10;2.9;66;f
2019;1178;2024-S1;2024-06-15;3.5;100;f
2020;1178;2024-S2;2024-12-10;3.5;39;f
2021;1179;2024-S1;2024-06-15;4.3;68;f
2022;1179;2024-S2;2024-12-10;3.8;67;f
2023;1180;2024-S2;2024-12-10;3.0;90;f
2024;1181;2024-S1;2024-06-15;3.2;51;f
2025;1181;2024-S2;2024-12-10;4.0;74;f
2026;1183;2024-S1;2024-06-15;4.3;75;f
2027;1183;2024-S2;2024-12-10;3.7;84;f
2028;1184;2024-S1;2024-06-15;2.8;69;f
2029;1184;2024-S2;2024-12-10;3.2;75;f
2030;1185;2024-S1;2024-06-15;4.1;75;f
2031;1186;2024-S1;2024-06-15;4.1;89;f
2032;1186;2024-S2;2024-12-10;4.0;82;f
2033;1187;2024-S1;2024-06-15;4.7;100;t
2034;1187;2024-S2;2024-12-10;4.2;34;f
2035;1188;2024-S1;2024-06-15;4.5;69;f
2036;1188;2024-S2;2024-12-10;3.9;65;f
2037;1189;2024-S1;2024-06-15;3.9;75;f
2038;1189;2024-S2;2024-12-10;3.1;65;f
2039;1190;2024-S1;2024-06-15;4.0;92;f
2040;1191;2024-S1;2024-06-15;3.5;53;f
2041;1191;2024-S2;2024-12-10;3.9;67;f
2042;1192;2024-S1;2024-06-15;4.1;61;f
2043;1192;2024-S2;2024-12-10;3.0;93;f
2044;1193;2024-S1;2024-06-15;3.4;59;f
2045;1193;2024-S2;2024-12-10;3.3;91;f
2046;1194;2024-S1;2024-06-15;5.0;60;f
2047;1194;2024-S2;2024-12-10;3.6;76;f
2048;1195;2024-S1;2024-06-15;2.7;64;f
2049;1195;2024-S2;2024-12-10;4.7;67;f
2050;1196;2024-S2;2024-12-10;4.4;71;f
2051;1197;2024-S1;2024-06-15;2.5;85;f
2052;1197;2024-S2;2024-12-10;3.5;92;f
2053;1198;2024-S1;2024-06-15;3.8;72;f
2054;1198;2024-S2;2024-12-10;4.0;77;f
2055;1199;2024-S1;2024-06-15;2.7;86;f
2056;1199;2024-S2;2024-12-10;3.7;72;f
2057;1200;2024-S1;2024-06-15;2.8;57;f
2058;1201;2024-S1;2024-06-15;4.3;81;f
2059;1201;2024-S2;2024-12-10;2.7;71;f
2060;1202;2024-S1;2024-06-15;3.2;74;f
2061;1202;2024-S2;2024-12-10;3.6;100;f
2062;1203;2024-S1;2024-06-15;3.0;72;f
2063;1203;2024-S2;2024-12-10;3.8;65;f
2064;1204;2024-S1;2024-06-15;3.7;100;f
2065;1204;2024-S2;2024-12-10;3.9;93;f
2066;1205;2024-S1;2024-06-15;3.4;82;f
2067;1205;2024-S2;2024-12-10;3.3;59;f
2068;1206;2024-S1;2024-06-15;2.7;57;f
2069;1206;2024-S2;2024-12-10;3.7;93;f
2070;1207;2024-S1;2024-06-15;3.6;75;f
2071;1207;2024-S2;2024-12-10;4.3;67;f
2072;1208;2024-S1;2024-06-15;3.2;59;f
2073;1208;2024-S2;2024-12-10;4.3;74;f
2074;1209;2024-S1;2024-06-15;3.8;59;f
2075;1211;2024-S1;2024-06-15;4.4;97;f
2076;1211;2024-S2;2024-12-10;3.8;84;f
2077;1213;2024-S1;2024-06-15;3.3;89;f
2078;1213;2024-S2;2024-12-10;4.0;54;f
2079;1214;2024-S1;2024-06-15;3.9;78;f
2080;1214;2024-S2;2024-12-10;3.8;79;f
2081;1215;2024-S1;2024-06-15;3.7;69;f
2082;1215;2024-S2;2024-12-10;3.8;67;f
2083;1216;2024-S1;2024-06-15;3.3;87;f
2084;1216;2024-S2;2024-12-10;3.4;69;f
2085;1217;2024-S1;2024-06-15;3.4;59;f
2086;1217;2024-S2;2024-12-10;4.5;51;f
2087;1218;2024-S1;2024-06-15;3.9;70;f
2088;1218;2024-S2;2024-12-10;4.0;69;f
2089;1219;2024-S1;2024-06-15;4.0;75;f
2090;1219;2024-S2;2024-12-10;4.0;96;f
2091;1220;2024-S1;2024-06-15;2.7;73;f
2092;1220;2024-S2;2024-12-10;3.2;61;f
2093;1221;2024-S1;2024-06-15;3.2;67;f
2094;1221;2024-S2;2024-12-10;4.3;66;f
2095;1222;2024-S1;2024-06-15;3.9;84;f
2096;1222;2024-S2;2024-12-10;3.2;60;f
2097;1223;2024-S1;2024-06-15;3.7;46;f
2098;1223;2024-S2;2024-12-10;4.8;72;f
2099;1224;2024-S1;2024-06-15;4.0;69;f
2100;1224;2024-S2;2024-12-10;4.0;69;f
2101;1225;2024-S1;2024-06-15;4.0;90;f
2102;1225;2024-S2;2024-12-10;2.5;81;f
2103;1226;2024-S1;2024-06-15;3.4;56;f
2104;1226;2024-S2;2024-12-10;2.9;73;f
2105;1227;2024-S1;2024-06-15;3.9;63;f
2106;1227;2024-S2;2024-12-10;3.0;73;f
2107;1228;2024-S1;2024-06-15;3.7;80;f
2108;1228;2024-S2;2024-12-10;4.1;88;f
2109;1229;2024-S1;2024-06-15;4.1;49;f
2110;1229;2024-S2;2024-12-10;3.7;86;f
2111;1230;2024-S1;2024-06-15;4.2;100;f
2112;1230;2024-S2;2024-12-10;4.2;53;f
2113;1231;2024-S1;2024-06-15;2.8;72;f
2114;1231;2024-S2;2024-12-10;3.8;64;f
2115;1232;2024-S1;2024-06-15;4.1;36;f
2116;1232;2024-S2;2024-12-10;3.4;40;f
2117;1233;2024-S1;2024-06-15;3.3;67;f
2118;1233;2024-S2;2024-12-10;4.3;54;f
2119;1234;2024-S1;2024-06-15;3.6;64;f
2120;1234;2024-S2;2024-12-10;3.6;66;f
2121;1235;2024-S1;2024-06-15;3.6;62;f
2122;1235;2024-S2;2024-12-10;3.9;87;f
2123;1236;2024-S1;2024-06-15;3.7;100;f
2124;1236;2024-S2;2024-12-10;3.7;83;f
2125;1237;2024-S1;2024-06-15;3.3;70;f
2126;1237;2024-S2;2024-12-10;3.5;54;f
2127;1238;2024-S1;2024-06-15;3.3;77;f
2128;1238;2024-S2;2024-12-10;4.4;79;f
2129;1239;2024-S1;2024-06-15;3.9;59;f
2130;1239;2024-S2;2024-12-10;4.0;63;f
2131;1240;2024-S1;2024-06-15;3.1;59;f
2132;1240;2024-S2;2024-12-10;3.6;64;f
2133;1241;2024-S1;2024-06-15;3.9;66;f
2134;1241;2024-S2;2024-12-10;3.9;67;f
2135;1242;2024-S1;2024-06-15;3.7;58;f
2136;1242;2024-S2;2024-12-10;4.5;49;f
2137;1243;2024-S1;2024-06-15;5.0;78;f
2138;1243;2024-S2;2024-12-10;2.8;73;f
2139;1244;2024-S1;2024-06-15;3.8;92;f
2140;1244;2024-S2;2024-12-10;3.0;53;f
2141;1245;2024-S1;2024-06-15;3.9;74;f
2142;1245;2024-S2;2024-12-10;4.5;58;f
2143;1246;2024-S2;2024-12-10;3.1;98;f
2144;1247;2024-S1;2024-06-15;3.7;61;f
2145;1248;2024-S1;2024-06-15;4.1;43;f
2146;1248;2024-S2;2024-12-10;3.9;63;f
2147;1249;2024-S1;2024-06-15;3.4;90;f
2148;1249;2024-S2;2024-12-10;3.9;56;f
2149;1250;2024-S1;2024-06-15;3.7;73;f
2150;1250;2024-S2;2024-12-10;3.6;58;f
2151;1251;2024-S1;2024-06-15;3.8;81;f
2152;1251;2024-S2;2024-12-10;3.9;62;f
2153;1254;2024-S1;2024-06-15;3.6;41;f
2154;1254;2024-S2;2024-12-10;4.6;63;f
2155;1255;2024-S1;2024-06-15;3.4;53;f
2156;1255;2024-S2;2024-12-10;4.2;86;f
2157;1256;2024-S1;2024-06-15;3.4;56;f
2158;1256;2024-S2;2024-12-10;3.7;67;f
2159;1257;2024-S1;2024-06-15;3.0;43;f
2160;1258;2024-S1;2024-06-15;3.6;81;f
2161;1258;2024-S2;2024-12-10;2.8;67;f
2162;1259;2024-S1;2024-06-15;3.8;66;f
2163;1260;2024-S1;2024-06-15;3.9;75;f
